video_id,title,description,published_at,view_count,like_count,comment_count,duration,source
0OdDAGzNjGk,What's in the JFK files Trump wants to declassify? | Reality Check,"Sponsor Link: https://bhmd1.com/ROSS

President Trump is vowing to declassify the remaining files on John F. Kennedy's assassination more than six decades after his death. What might they show?

Ross Coulthart sits down with “Last Second in Dallas” author Josiah Thompson to dive deep into his theory on the assassination and break down the evidence, including official findings from the Warren Commission, eyewitness accounts, and the Zapruder film. Thompson says he believes the files President Trump is set to release could reveal the whole story.

#JFK #theory #RealityCheck 

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Irit Nayden

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

00:00-2:27 Intro/Open
2:28-8:55 The Warren Commission findings
8:56-15:37 Thompson on the Zapruder film
15:38-23:38 Eyewitness accounts
23:39-30:34 Thompson’s current opinion on what happened
30:35-32:15 Thompson’s view on the single-bullet theory
32:16-35:15 Joe Marshall Smith story
35:16-38:58 Thompson shares his theory of events
38:59-42:21 Thompson on the importance of these events
42:22-END Thompson’s thoughts on a possible coverup",2025-02-05T22:00:06Z,220031,5900,1184,PT51M30S,initial_dump
shY369pwx9k,NJ mayor on Trump's drone response: 'We're not accepting this anymore' | Reality Check,"The Trump administration now says drones which raised alarms across the country are not a threat, after being highly critical of the Biden administration's similar response to the UAP issue on the campaign trail. 

Ross Coulthart gets reactions from Belleville, New Jersey Mayor Michael Melham and former Ord, Nebraska police chief Chris Grooms, who also share what residents continue to see in the skies to this day. 

#UAP #Trump #RealityCheck 

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Editor: Allen Keefner
 
On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

Watch ""Reality Check with Ross Coulthart"" on Saturdays at Midnight ET / 11pm CT, only on NewsNation. Find your channel: http://joinnn.com/

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

0:00 - 5:38: WHITE HOUSE RESPONSE TO DRONES
5:39 - 15:34: MAYOR MICHAEL MELHAM INTERVIEW
15:35 - 35:25: CHRIS GROOMS INTERVIEW
35:26 - 37:40: OUTRO",2025-01-30T22:00:06Z,630193,14443,4365,PT37M37S,initial_dump
VzQX61j-hZ0,"Ross Coulthart Q&A: More exclusive info on UFO whistleblower Jake Barber, explosive UAP video","Ross Coulthart answers your questions after explosive new video showed the recovery of an ""egg-shaped"" UAP and whistleblower Jake Barber revealed he was part of a secret UFO recovery program. 

#UAP #UFO #RossCoulthart

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/",2025-01-28T04:03:37Z,264833,8282,1349,PT54M14S,initial_dump
WCDVIGxn48M,Dr. Garry Nolan analyzes UAP whistleblower's injury claims | Reality Check,"SPONSOR LINK: https://thehealthyfat.com/Ross

Ross Coulthart speaks with world-renowned Stanford immunologist Dr. Garry Nolan to discuss what Nolan found while researching injuries for the CIA as well as whistleblower Jake Barber's allegations he suffered permanent damage due to exposure to UAPs. 

See the full special, ""The Crash Retrieval Whistleblower"": https://youtu.be/3dtA9w5ldHw?si=NKtALBoAfL9cndPU

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Segment Producer: Cheryl Hwang
Editors: Kanyon Lyons & John Nock

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/",2025-01-28T00:00:06Z,382707,11487,1173,PT53M14S,initial_dump
ZRLmTB00zlI,Why military veteran Don Paul Bales believes UAP whistleblower | Reality Check,"Ross Coulthart speaks with law enforcement and military veteran Don Paul Bales on what he thought about UAPs before his involvement with Jake Barber, and why he believes claims people have been murdered for speaking out against the government while dealing with the subject of UAPs.

Watch the full special: https://youtu.be/3dtA9w5ldHw?si=NKtALBoAfL9cndPU

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Segment Producer: Cheryl Hwang
Editors: Kanyon Lyons & Irit Nayden

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/",2025-01-27T00:00:06Z,1548373,20596,2629,PT54M17S,initial_dump
q38SwPmObho,"Former nuclear officer, green beret says he believes UAP whistleblower | Reality Check","Ross Coulthart and former Green Beret Lt. Col. John Blitch discuss his experience with anomalous activity and whistleblower Jake Barber's new claims of a secret government UFO crash retrieval program. 

Watch the full special: https://youtu.be/3dtA9w5ldHw?si=NKtALBoAfL9cndPU

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Segment Producer: Cheryl Hwang
Editors: Kanyon Lyons & Allen Keefner

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/",2025-01-26T00:00:06Z,530570,18162,2710,PT1H15M42S,initial_dump
t37-SKj4rtY,UFO whistleblower Jake Barber would '100% testify' under oath to Congress | Reality Check,"Sponsor Link: https://chuckdefense.com/Ross

In this episode of Reality Check, Ross Coulthart speaks with UFO whistleblower Jake Barber, who discusses what he witnessed at an aircraft retrieval site — a secret Barber has held for more than 10 years.

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Segment Producer: Cheryl Hwang
Editor: Kanyon Lyons
 
More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ Email your questions to RealityCheck@NewsNationNow.com",2025-01-24T04:46:23Z,4496455,63722,13424,PT2H47M30S,initial_dump
PGOpHdHSjTE,"Whistleblower says he recovered egg-shaped craft, other UAPs | Reality Check","Former U.S. Navy Airman Jacob Barber tells NewsNation’s Ross Coulthart that he's picked up multiple UAPs, including egg-shaped objects and what he calls an ""eightgon."" He told NewsNation that he had many brushes with the unexplained, but that ""my role stops once I deliver it."" 

#UAP #UFO #NewsNation",2025-01-19T02:44:25Z,308215,5395,1452,PT4M12S,initial_dump
j586fGXv8f4,Veterans say they worked with 'psionic' military assets | Reality Check,"Whistleblower Jacob Barber tells NewsNation's Ross Coulthart about his interactions with ""psionics,"" or people with ""extratemporal abilities"" like psychic powers, while working as part of a UAP crash retrieval team. It’s something another decorated Special Forces operator and colleague of Barber, Don Paul Bales, says he has witnessed too.

#UFO #UAP #Psionic",2025-01-19T02:44:20Z,152848,3115,856,PT3M54S,initial_dump
O8tY9GDQc3E,Exclusive: Whistleblower details role in UAP retrieval program | Reality Check,"Jacob Barber, a former U.S. Navy Airman, tells NewsNation's Ross Coulthart he's worked in both an official and unofficial capacity for the United States government and its partners in the intelligence community.

#UAP #Whistleblower #NewsNation",2025-01-19T02:16:27Z,134522,2628,448,PT4M52S,initial_dump
009qMHiqsVs,UAP recovery video shows ‘egg-shaped’ object: Exclusive | Reality Check,"NewsNation has obtained exclusive footage showing the retrieval of an egg-shaped object, recorded during a UAP retrieval operation. The egg resembles UAP (unidentified aerial phenomena) U.S. Navy fighters reported seeing off the east coast of the U.S. in 2015.

#UAP #UFO #NewsNation",2025-01-19T02:15:25Z,649666,8054,4778,PT1M40S,initial_dump
WaBVKjREg9I,Ross Coulthart exposes new UAP video and whistleblower: What's next? | Reality Check,"Ross Coulthart is joined by retired Rear Admiral Tim Gallaudet and former Defense Department official Marik von Rennenkampff to break down explosive new video showing the recovery of an ""egg-shaped"" UAP and whistleblower and military veteran Jake Barber's new revelations that he was part of a secret UAP recovery program. 

Gallaudet and von Rennenkampff share why they are inclined to believe Barber's claims and what the U.S. government might do next, especially once President-elect Donald Trump takes office. Dr. Jim Segala, Ph.D. Dr. Segala also corroborates some of Barber’s claims that he sustained injuries while serving as part of the UAP recovery program. 
 
#UAP #whistleblower #RealityCheck
 
Reality Check description information:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Editors: Allen Keefner, Anthony Diasio and John Nock

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com",2025-01-19T02:00:28Z,1859008,33286,5665,PT1H9M2S,initial_dump
Zg7p-fU_NGk,New UAP whistleblower has 'overwhelming evidence': Ross Coulthart | Cuomo,"A U.S. Air Force veteran believes he was involved in the recovery of alien technology while working for a long-rumored secret UFO retrieval program. In an exclusive interview with NewsNation, whistleblower Jake Barber said he has contracted as a helicopter pilot to retrieve all kinds of downed craft, some of which he believes are of nonhuman origin. NewsNation’s Ross Coulthart and former Pentagon UFO investigator Luis Elizondo join ""CUOMO"" to discuss. 
#Cuomo

Chris Cuomo hosts ""CUOMO,"" a no-nonsense show featuring the day's most important news from all perspectives. ""CUOMO"" airs weeknights at 8 p.m. ET/ 7 p.m. CT on NewsNation. #CUOMO

NewsNation is your source for fact-based, unbiased news for all America. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2025-01-18T02:43:29Z,774977,13783,3091,PT5M33S,initial_dump
ScJUuVQNWkg,Ross Coulthart speaks with a new UFO whistleblower | Morning in America,"As President-elect Donald Trump pledges to release a report on drone activity, Mine Hill Mayor Sam Morris and UAP researchers John and Gerry Tedesco say they're continuing to see activity in New Jersey and New York, with few answers as to what is going on. NewsNation's Ross Coulthart joins ""Morning in America"" to preview his conversation with a new UFO whistleblower.

#UFO #UAP #Trump

Start your day with ""Morning in America,"" NewsNation's live three-hour national morning newscast hosted by Markie Martin. Weekdays starting at 6a/5C. #MorningInAmerica

NewsNation is your source for fact-based, unbiased news for all America. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2025-01-16T12:13:55Z,244823,6180,1222,PT4M34S,initial_dump
1U7F8MULenA,New UAP whistleblower describes 'egg-shaped' object; Trump pledges drone report | Reality Check,"Sponsor Link: https://bhmd1.com/ROSS

As President-elect Donald Trump pledges to release a report on drone activity, Mine Hill Mayor Sam Morris and UAP researchers John and Gerry Tedesco say they're continuing to see activity in New Jersey and New York, with few answers as to what is going on. 

Then, an Air Force veteran and whistleblower sits down exclusively with Ross Coulthart to share what he says happened while he was part of a long-rumored UAP retrieval program, including the recovery of what he describes as an ""egg-shaped"" object, unlike any man-made craft he's ever seen. 

NewsNation's Ross Coulthart will dig further into his claims, including never-before-seen video of an alleged craft recovery and secret meetings with officials on Capitol Hill, Saturday, January 18 at 8p/7C in, “Hunting UFOs: The Crash Retrieval Whistleblower.” 

Additionally, Mr. Coulthart will conduct exclusive interviews with three additional military whistleblowers who discuss their knowledge of the program and personal experience working on similar operations with the whistleblower.

In June 2023, NewsNation was the first television network to present an interview with UFO whistleblower David Grusch. The account has led to multiple Congressional hearings and further reporting on the matter.

#uap #whistleblower #realitycheck 

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

0:00 - 2:05 - Sponsor
2:06 - 5:05 - Intro
5:06 - 8:05 - UAP Special Sneak Peak
8:06 - 12:49 - President-Elect Trump on UAP
12:50 - 27:16 - Mayor Sam Morris Interview
27:17 - 50:41 - Tedesco Brothers Interview
50:42 - 51:05 - Outro",2025-01-15T21:59:41Z,656517,20847,3225,PT51M6S,initial_dump
Auj4aX8VJ4Y,Egypt's ancient mysteries explored by Ross Coulthart | Reality Check,"Sponsor Link: https://3harmfulfoods.com/Ross

Ross Coulthart is on assignment in Egypt reporting on the culture's ancient mysteries in a special three-part series for NewsNation's “Reality Check.” 

In Episode 3, Coulthart visits historic sites along the Nile River, including The Great Pyramid of Giza, the Sphinx, the Valley of the Kings, the Egyptian Museum in Cairo and other treasure-filled areas.

#Egypt #RossCoulthart #RealityCheck

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Producers: Will Tomasi & Christine Jenkinson
Editor: Allen Keefner & Tony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcast... 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

0:00 Sponsor video
1:06 The Great Pyramid of Giza 
12:15 Sphinx
12:35 Saqqara necropolis
15:18 El Lahun pyramid
16:26 Temple of Osiris
17:22 Temple of Dendera 
20:30 Valley of the Kings
31:32 Karnak Temple 
35:15 Edfu Temple of Horus
39:22 Temple of Kom Ombo
40:20 Unfinished obelisk, Aswan
45:35 Elephantine Island
47:53 Egyptian Museum in Cairo
59:38 Interview with Egyptologist/tour guide Mohamed Ibrahim",2025-01-09T01:00:06Z,674316,9318,1244,PT1H13M16S,initial_dump
enfmq7f2hNY,Drones ‘a very serious flight safety issue now’: Ross Coulthart | NewsNation Prime,"NewsNation special correspondent Ross Coulthart says he has not seen “a shred of evidence” that support drones are tied to foreign entities but notes that the government has been “conspicuously quiet.” Coulthart joins “NewsNation Prime” to discuss how the government “deserves to give us an explanation” on unidentified drones.

#Drones #Government #NJDrones

""NewsNation Prime"" is America’s source for unbiased news offering a full range of perspectives from across the U.S. Weekends starting at 7p/6C. #Prime

NewsNation is your source for fact-based, unbiased news for all America. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2025-01-06T02:27:17Z,307704,5843,1206,PT4M59S,initial_dump
HzAwNhGr02k,Ross Coulthart in Egypt: Ancient UFO proof revealed? | Reality Check,"Sponsor Link: https://chuckdefense.com/Ross

Ross Coulthart is on assignment in Egypt reporting on the culture's ancient mysteries in a special three-part series for NewsNation's “Reality Check.” In Episode 2, Coulthart and his friend, lawyer and researcher JP Hague, explore Egypt's highest-profile landmarks for hidden UFO secrets. Watch to see what they discovered. 

#UFOs #Egypt #RossCoulthart

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Producers: Will Tomasi & Christine Jenkinson
Editor: Anthony Diasio 

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcast... 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

00:00 - 01:09 Sponsor video
01:10 - 07:56 Meet JP Hague
07:57 - 13:55 Coulthart and Hague get private access to Great Pyramid of Giza
13:56 - 16:29 Building the pyramids: Was levitation somehow used?
16:30- 17:59 Lost civilization of Atlantis 
18:00 - 19:02 Statues in the Egyptian Museum of Cairo
19:03 - 29:31 Unfinished obelisk in Aswan, Egypt
29:32 - 34:21 ""Let's talk aliens, JP...""
34:22 - End: Mysterious vases and artifacts",2025-01-03T01:00:06Z,468384,14761,1890,PT46M45S,initial_dump
3hfJ9z222k0,Ross Coulthart: Impossible Egyptian models revealed | Reality Check,"Sponsor Link: https://TheHealthyFat.com/Ross

Ross Coulthart is on assignment in Egypt, reporting on the culture's ancient mysteries in a special three-part series for NewsNation's ""Reality Check."" In episode 1, Ross visits the Valley of the Kings and talks with YouTube sensation Ben van Kerkwyk, host of ""UnchartedX."" They discuss the impossible-to-replicate artifacts found at Egypt’s most famous landmarks.

Watch UnchartedX on YouTube: https://www.youtube.com/c/UnchartedX 

#Egypt #UnchartedX #RealityCheck

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Producers: Will Tomasi & Christine Jenkinson
Editor: Anthony Diasio 

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

-CHAPTERS--

00:00 Sponsor video
01:23 - 02:49 Coulthart reports from Egypt
02:50 - 14:59 Welcome to Ben van Kerkwyk
15:00 - 29:10 What is the mainstream explanation for indications of lost civilization predating Dynastic Egypt?
29:11 - 39:04 Cataclysm 
39:05 - End Ancient advanced artifacts",2024-12-27T01:00:06Z,2190402,23485,2840,PT1H18M9S,initial_dump
lIGzlGzMSJk,UFO researchers on New Jersey drone sightings: 'We need to be prepared' | Reality Check,"In this week's episode of Reality Check, Ross Coulthart speaks with UFO researchers Lue Elizondo and Ben Hansen about the recent New Jersey drone sightings. They discuss who could be responsible for them, the White House's delayed response, and why the government is looking into this phenomenon now after drones have been spotted around the nation for months.

#Drones #UFO #NewJersey 

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Allen Keefner

SPONSOR WEBSITE:
3harmfulfoods.com/Ross
https://3harmfulfoods.com/Ross

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/",2024-12-19T02:15:06Z,2335411,30036,5617,PT51M43S,initial_dump
uOuTXSVAOxU,Ross Coulthart: FBI sources 'utterly baffled' by 'SUV-sized' New Jersey drones | Cuomo,"Mysterious drones spotted flying at night over sensitive areas in New Jersey and other parts of the Mid-Atlantic region have prompted concern from local residents, anger from lawmakers and endless speculation on social media. Former CIA drone pilot Tracy Walder and NewsNation special correspondent Ross Coulthart weigh in on ""CUOMO."" 

#NewJersey #Drones #Cuomo

Chris Cuomo hosts ""CUOMO,"" a no-nonsense show featuring the day's most important news from all perspectives. ""CUOMO"" airs weeknights at 8 p.m. ET/ 7 p.m. CT on NewsNation. #CUOMO

NewsNation is your source for fact-based, unbiased news for all America. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2024-12-14T02:26:22Z,358003,5053,1826,PT5M48S,initial_dump
aJ5z7SnPsVI,Are New Jersey drones a threat? Ross Coulthart Q&A,Are New Jersey drones a threat?  Ross Coulthart answers your questions about the mysterious UAP and reveals what he's heard.,2024-12-13T21:36:19Z,267357,7901,2020,PT26M33S,initial_dump
hyECkHa2eiU,Reporter sees New Jersey drones firsthand: 'It's really unnerving' | Reality Check,"Sponsored:  Watch Dr. Layke's step-by-step video free and uninterrupted at https://BHMD1.com/ROSS

Ross Coulthart says it's time for the government to be transparent about suspected drones spotted in New Jersey, saying he's committed to telling the story no matter what, and ""if the mainstream media is not gonna cover it, we are.”

On today’s ""Reality Check,"" Coulthart speaks to WPIX reporter Katie Corrado, who has been reporting on the drone sightings from on the ground and has even seen them firsthand. 

Corrado says residents are asking why nothing has been made public, wondering: ""If there is nothing to hide, why no one has come out and said anything?” 

Ross also sits down with Gerry Tedesco and John Tedesco of Nightcrawler Research, a data-centric UAP research team. The brothers share exclusive footage of recent drone sightings off the New York coast and their theories of what it shows. 

The brothers say they are in contact with government agencies and having ""productive"" conversations about the drones. 

#Drone #NewJersey #RealityCheck 

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Associate Producer: William Tomasi
Editor: John Nock, Allen Keefner

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/",2024-12-12T20:18:31Z,1725917,24225,7375,PT1H11M31S,initial_dump
SApQP5ArlFI,"Drone mystery is 'worldwide,' not just in New Jersey: Ross Coulthart","Ross Coulthart says time is up for the government. It's been caught with its pants down, and the only way forward is to be transparent with the American people about what is going on in the sky. Quite simply, Coulthart says, this is a national security issue.
 
On today’s episode of “Reality Check,” he’s asking: What is the government doing about the mystery in the skies over New Jersey? Coulthart speaks to NewsNation D.C. correspondent Joe Khalil, who reveals what his sources in the Senate are saying. Also, New Jersey’s Mine Hill Township Mayor Sam Morris tells Coulthart how frustrated he is with the lack of government transparency. Plus, Marik von Rennenkampff, former analyst at the State and Defense Departments, details how this is not the first time these sightings have taken place.
 
Coulthart pledges to be “like a dog with a bone” on this issue, demanding answers on what he calls a Defense Department failure and a crisis unfolding in our skies.
  
Make sure to tune into ""Reality Check"" tomorrow, Thursday, Dec. 12, for Part 2 of Ross’ investigation into this UAP phenomenon. 

#Drones #UAP #NewJersey 

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Associate Producer: William Tomasi
Editor: Allen Keefner

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/",2024-12-11T23:36:27Z,746793,16137,4684,PT56M36S,initial_dump
